show_id,date_added,release_year,rating,duration,listed_in,description
s7442,1-Nov-20,2018,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","A deft detective whose wife is killed by a serial murderer teams up with a rookie cop, a gifted voice profiler dealing with her own father’s murder."
s7443,20-Nov-20,2020,TV-PG,1 Season,"Docuseries, Reality TV","In this faith-based docuseries, Bishop Ezekiel Williams builds an inspiring, nontraditional gospel choir with the help of superstar nephew Pharrell."
s7444,14-Dec-18,2018,TV-Y7,8 Seasons,Kids' TV,"In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil."
s7445,1-Mar-20,2018,TV-MA,93 min,"Documentaries, International Movies",French humorist Yacine Belhousse tours the world to explore how stand-up comedians make audiences laugh across cultures.
s7446,1-Dec-17,2017,TV-MA,96 min,Documentaries,Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.
s7447," August 1, 2017",2016,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows","For these half-car, half-animal friends, each day in Zippy City is a chance to have fun, be creative and use teamwork to solve difficult problems."
s7448,19-Jun-19,2018,TV-MA,99 min,Dramas,"A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns, a lifetime of pain comes with her."
s7449,26-Jun-18,2018,TV-MA,66 min,Stand-Up Comedy,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid."
s7450,3-Mar-20,2011,R,119 min,"Dramas, Romantic Movies","This glossy ensemble drama juxtaposes the lives of famous divorcée Wallis Simpson and Wally Winthrop, a young 1990s housewife."
s7451,13-Nov-15,2015,TV-MA,1 Season,TV Comedies,"After being dishonorably discharged from the Navy Seals, Bob and David are back serving our country the way they do best – making sketch comedy."
s7452,26-Oct-18,2018,TV-MA,115 min,"Dramas, International Movies, Thrillers","Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger."
s7453,24-Oct-17,2017,TV-MA,3 Seasons,"British TV Shows, TV Comedies","The new Head of Values at the BBC deals with redefining the company's purpose, events like the arrival of Prince Charles and issues with new programs."
s7454,1-Jul-17,2013,TV-MA,130 min,"Action & Adventure, International Movies","When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late."
s7455,1-Nov-17,2016,TV-14,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death."
s7456,29-Dec-17,2015,TV-14,1 Season,"International TV Shows, TV Dramas","After the death of his father, a passive and good-natured teenager named Wadi struggles with family, work and love."
s7457,19-May-20,2012,PG,93 min,"Dramas, International Movies, Sports Movies",A persistent 10-year-old wishes for a new bicycle so she can beat her friend (a boy) in a race. But it's going to take some ingenuity to get one.
s7458,27-Oct-19,2019,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows","Six hopeful friends journey into adulthood to create the moments that pull them together, draw them apart and make them fall in love."
s7459,1-May-18,2015,TV-MA,94 min,"Dramas, International Movies","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma."
s7460,7-Sep-20,2010,PG,111 min,Documentaries,"This dynamic documentary weaves together stories about students, educators and reformers to shed light on America's failing public school system."
s7461,23-Sep-20,2005,R,94 min,"Comedies, Independent Movies",Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.
s7462,31-Mar-18,2017,TV-14,2 Seasons,"International TV Shows, TV Dramas","After taking the blame for a patient death, an anesthesiologist battling psychiatric trauma fights to stay afloat in the corrupt hospital system."
s7463,1-Oct-18,2009,TV-14,132 min,"Comedies, International Movies, Romantic Movies",A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.
s7464,2-Mar-19,2016,R,109 min,Dramas,"An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him."
s7465,6-Apr-18,2017,TV-PG,3 Seasons,Kids' TV,"Yugo, a 12-year-old Eliatrope with special powers, sets out on a mission to find his true family and uncover the mysteries of Wakfu."
s7466,1-Oct-15,2014,TV-PG,1 Season,Kids' TV,"Six years after Yugo and his team defeat Qilby, Ogrest's crying floods Amalia's kingdom. To stop him, they must find the six missing Eliatrope Dofus."
s7467,6-Oct-20,2017,TV-14,81 min,"Dramas, Romantic Movies","Heartbroken from her last relationship, an attorney is wary of falling in love again. But crossing paths with an ex upends her plans to finally move on."
s7468,26-Dec-17,2017,TV-PG,94 min,Documentaries,A community of monks in France led by Zen Buddhist master Thich Nhat Hanh offers an intimate glimpse into mindfulness practice and the monastic life.
s7469,8-Mar-19,2019,TV-PG,100 min,"Children & Family Movies, Dramas","In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story."
s7470,1-Oct-19,2017,PG-13,96 min,"Dramas, Independent Movies, Thrillers","A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both."
s7471,25-Oct-15,2015,TV-Y,90 min,Children & Family Movies,"This collection of 12 short films from Disney includes ""Frozen Fever,"" the Mickey Mouse short ""Get a Horse!"" and Oscar winners ""Paperman"" and ""Feast."""
s7472,21-May-19,2019,TV-MA,66 min,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
s7473,1-Dec-19,2019,TV-MA,95 min,"Documentaries, International Movies, Music & Musicals","Navigating creative pressures and personal upsets, French rapper Nekfeu sets out on a global quest for musical inspiration in this documentary."
s7474,19-Oct-18,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people."
s7475,13-Dec-18,2018,TV-14,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",Polar-opposite strangers Lola and Chelsea become partners on the run when they witness a murder involving dirty cops and are framed for the crime.
s7476,1-Apr-19,2007,R,103 min,Action & Adventure,"When his partner is killed and all clues point to a notorious assassin, FBI agent Jack Crawford sets out for revenge in this taut action-thriller."
s7477,1-Jul-19,2013,TV-MA,61 min,"Documentaries, International Movies","Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war."
s7478,2-Mar-19,2013,TV-14,109 min,"Comedies, Dramas, International Movies","Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner."
s7479,6-May-19,2011,PG-13,147 min,Dramas,"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France."
s7480,26-May-17,2017,TV-MA,123 min,"Comedies, Dramas","When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy."
s7481,3-Dec-19,2016,R,98 min,"Action & Adventure, Comedies","Terry and Bob excel at blackmailing small-time crooks. But when the two cops target a big score, they learn not all criminals are easily intimidated."
s7482,18-Apr-19,2014,TV-14,73 min,"Horror Movies, Independent Movies, International Movies","When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn."
s7483,1-Nov-17,2015,TV-14,92 min,"Comedies, Dramas, International Movies",A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.
s7484,13-Nov-18,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.
s7485,2-Jul-20,2020,TV-MA,1 Season,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy","After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns."
s7486,15-Sep-16,2014,TV-MA,1 Season,"Docuseries, International TV Shows","Part live-action and part animation, this visually inventive series offers striking portrayals of some of the unsung heroes of World War II."
s7487,9-Jul-20,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When four very different men appear in her life, a single mother who hasn't dated in years begins to rediscover love — and herself."
s7488,19-Jun-20,2020,TV-MA,128 min,"Dramas, International Movies, Thrillers","Based on a true and gripping story: Cuban spies infiltrate exile groups in the 1990s to stop terrorism against the island, but at a high personal cost."
s7489,27-Mar-20,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Reality TV","Famously unfiltered star Joon Park goes to Los Angeles for an audition – and for a colorful, totally personal romp through the city he calls home."
s7490,4-Sep-19,2019,TV-14,93 min,"Comedies, Dramas, International Movies","Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside."
s7491,1-Feb-18,2017,PG,78 min,Documentaries,California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.
s7492,25-Jul-18,2018,TV-G,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives."
